,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
yfaE,1.5340058602662838,43.0,2341992.0,ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance,b2236,
inaA,1.815542155696602,43.0,2342912.0,acid-inducible Kdo/WaaP family putative kinase,b2237,
yfaH,2.3093998795376742,43.0,2343129.0,No_gene_product,b2238,
glpQ,1.862153358246176,43.0,2343413.0,periplasmic glycerophosphodiester phosphodiesterase,b2239,"['GPDDA2pp', 'GPDDA3pp', 'GPDDA4pp', 'GPDDA1pp', 'GPDDA5pp']"
glpA,1.4869212831862726,43.0,2346125.0,"anaerobic sn-glycerol-3-phosphate dehydrogenase, large FAD/NAD(P)-binding subunit",b2241,"['G3PD6', 'G3PD7', 'G3PD5']"
glpB,1.5753826729895481,43.0,2347743.0,anaerobic sn-glycerol-3-phosphate dehydrogenase membrane anchor subunit,b2242,"['G3PD6', 'G3PD7', 'G3PD5']"
glpC,1.6286376988773277,43.0,2349056.0,"anaerobic sn-glycerol-3-phosphate dehydrogenase, C subunit, 4Fe-4S iron-sulfur cluster",b2243,"['G3PD6', 'G3PD7', 'G3PD5']"
yfaD,1.8413857978115298,43.0,2351104.0,transposase_31 family protein,b2244,
ypaA,1.7896830261355148,43.0,2351294.0,No_gene_product,b4543,
rhmA,1.6344033618187987,43.0,2351520.0,2-keto-3-deoxy-L-rhamnonate aldolase,b2245,
rhmT,1.5381835564706343,43.0,2353152.0,putative L-rhamnonate transporter,b2246,
rhmD,1.569114838574874,43.0,2353687.0,L-rhamnonate dehydratase,b2247,
rhmR,1.7904560693601288,43.0,2355200.0,putative DNA-binding transcriptional regulator for the rhm operon,b2248,
yfaY,1.6205833082768935,43.0,2355909.0,inactive PncC family protein,b2249,
yfaZ,1.6253313749446303,43.0,2357248.0,"outer membrane protein, putative porin",b2250,
nudI,1.8916492190868885,43.0,2358032.0,nucleoside triphosphatase,b2251,"['NTPP7', 'DUTPDP', 'NTPP3']"
ais,2.1168779450262063,43.0,2358496.0,putative LPS core heptose(II)-phosphate phosphatase,b2252,
arnB,1.5696639915867623,43.0,2359406.0,"uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent",b2253,['UDPKAAT']
arnA,1.6716409325916723,43.0,2361517.0,fused UDP-L-Ara4N formyltransferase/UDP-GlcA C-4'-decarboxylase,b2255,"['ULA4NFT', 'UDPGDC']"
arnD,1.6520780686382321,43.0,2363496.0,undecaprenyl phosphate-alpha-L-ara4FN deformylase,b2256,['UPLA4FNF']
arnT,1.610708340106185,43.0,2364386.0,4-amino-4-deoxy-L-arabinose transferase,b2257,['LA4NTpp']
arnE,1.5676650543154598,43.0,2366035.0,undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit,b4544,['ULA4Ntppi']
arnF,1.7827000670108921,43.0,2366370.0,undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit,b2258,['ULA4Ntppi']
pmrD,2.0773110982505267,43.0,2366976.0,inactive two-component system connector protein,b2259,
menE,1.6046415955934445,43.0,2367488.0,O-succinylbenzoate-CoA ligase,b2260,['SUCBZL']
menC,1.50439735166818,43.0,2368478.0,O-succinylbenzoyl-CoA synthase,b2261,['SUCBZS']
menB,1.5272319000197987,43.0,2369536.0,dihydroxynaphthoic acid synthetase,b2262,['DHNCOAS']
menF,1.6916665300559453,43.0,2373632.0,isochorismate synthase 2,b2265,['ICHORS']
elaB,1.7885821684040806,43.0,2374200.0,putative membrane-anchored DUF883 family ribosome-binding protein,b2266,
elaA,1.8145463976403327,43.0,2374560.0,GNAT family putative N-acetyltransferase,b2267,
rbn,1.62607459852566,43.0,2375680.0,"RNase BN, tRNA processing enzyme",b2268,
elaD,2.313975681093741,43.0,2376191.0,"protease, capable of cleaving an AMC-ubiquitin model substrate",b2269,
yfbK,1.9550033380158114,43.0,2377473.0,Von Willebrand factor domain putative lipoprotein,b2270,
yfbL,1.9637192766388014,43.0,2379776.0,putative M28A family peptidase,b2271,
yfbM,1.9771713513079097,43.0,2380412.0,DUF1877 family protein,b2272,
yfbN,2.175930386206963,43.0,2381824.0,uncharacterized protein,b2273,
yfbO,2.326658594424183,43.0,2382113.0,uncharacterized protein,b2274,
yfbP,2.1385954050554585,43.0,2382594.0,TPR-like repeats-containing protein,b2275,
nuoN,1.5698452123608981,43.0,2383872.0,"NADH:ubiquinone oxidoreductase, membrane subunit N",b2276,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoM,1.7024829742712475,43.0,2384990.0,"NADH:ubiquinone oxidoreductase, membrane subunit M",b2277,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoL,1.466750016918626,43.0,2386683.0,"NADH:ubiquinone oxidoreductase, membrane subunit L",b2278,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoK,1.629812907370397,43.0,2388521.0,"NADH:ubiquinone oxidoreductase, membrane subunit K",b2279,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoJ,1.589991793254252,43.0,2388820.0,"NADH:ubiquinone oxidoreductase, membrane subunit J",b2280,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoI,1.5988911322128379,43.0,2389386.0,"NADH:ubiquinone oxidoreductase, chain I",b2281,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoH,1.5290303133057772,43.0,2390016.0,"NADH:ubiquinone oxidoreductase, membrane subunit H",b2282,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoG,1.5674235219226778,43.0,2392064.0,"NADH:ubiquinone oxidoreductase, chain G",b2283,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoF,1.5805357080034208,43.0,2394112.0,"NADH:ubiquinone oxidoreductase, chain F",b2284,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoE,1.5651688539449284,43.0,2395030.0,"NADH:ubiquinone oxidoreductase, chain E",b2285,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoC,1.5896418413088942,43.0,2395533.0,"NADH:ubiquinone oxidoreductase, fused CD subunit",b2286,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoB,1.9159332841214354,43.0,2397429.0,"NADH:ubiquinone oxidoreductase, chain B",b2287,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
nuoA,1.778741051669291,43.0,2398208.0,"NADH:ubiquinone oxidoreductase, membrane subunit A",b2288,"['NADH18pp', 'NADH16pp', 'NADH17pp']"
lrhA,1.9438065011947558,43.0,2399181.0,"transcriptional repressor of flagellar, motility and chemotaxis genes",b2289,
alaA,1.690137701553042,43.0,2401039.0,glutamate-pyruvate aminotransferase; glutamic-pyruvic transaminase (GPT); alanine transaminase,b2290,['ALATA_L']
yfbR,1.8301477284516254,43.0,2402340.0,5'-nucleotidase,b2291,"['NTD6', 'NTD12', 'NTD1', 'NTD5', 'NTD8', 'NTD3']"
yfbS,1.6781727944286653,43.0,2402998.0,putative transporter,b2292,
yfbT,1.7881062499427656,43.0,2404917.0,sugar phosphatas,b2293,
yfbU,1.819961716021588,43.0,2405578.0,UPF0304 family protein,b2294,
yfbV,1.9523554297852237,43.0,2406400.0,UPF0208 family inner membrane protein,b2295,
ackA,1.8216359828100062,43.0,2406948.0,acetate kinase A and propionate kinase 2,b2296,['ACKr']
pta,1.6719187064990824,43.0,2408448.0,phosphate acetyltransferase,b2297,"['PTAr', 'PTA2']"
yfcC,1.619325430926969,43.0,2410559.0,putative inner membrane transporter; C4-dicarboxylate anaerobic carrier family protein,b2298,
yfcD,1.6827235891489125,43.0,2412544.0,putative NUDIX hydrolase,b2299,
yfcE,1.6058483092146476,43.0,2412712.0,phosphodiesterase activity on bis-pNPP,b2300,
yfcF,1.8158586843499933,43.0,2413319.0,glutathione S-transferase,b2301,
yfcG,1.8251090992483125,43.0,2414592.0,GSH-dependent disulfide bond oxidoreductase,b2302,
folX,2.0002529295171203,43.0,2414803.0,"D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase",b2303,['DHPTPE']
yfcH,1.6557962434622686,43.0,2415186.0,putative NAD-dependent nucleotide-sugar epimerase,b2304,
yfcI,2.0264038873551793,43.0,2416640.0,transposase_31 family protein,b2305,
hisP,1.7010059479267159,43.0,2417214.0,histidine ABC transporter ATPase,b2306,"['HISabcpp', 'ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
hisM,2.0143084953723926,43.0,2418688.0,histidine ABC transporter permease,b2307,"['HISabcpp', 'ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
hisQ,1.6672327444587511,43.0,2418708.0,histidine ABC transporter permease,b2308,"['HISabcpp', 'ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
hisJ,1.777381433114801,43.0,2419484.0,histidine ABC transporter periplasmic binding protein,b2309,['HISabcpp']
argT,1.991504820822369,43.0,2420736.0,lysine/arginine/ornithine transporter subunit,b2310,"['ARGabcpp', 'ORNabcpp', 'LYSabcpp']"
ubiX,1.873550479341796,43.0,2421535.0,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,b2311,['OPHBDC']
purF,1.544942265557846,43.0,2422199.0,amidophosphoribosyltransferase,b2312,['GLUPRT']
cvpA,1.822896446227021,43.0,2423753.0,colicin V production protein,b2313,
dedD,1.5065793533352434,43.0,2424832.0,membrane-anchored periplasmic protein involved in septation,b2314,
folC,1.5950122741742943,43.0,2425152.0,bifunctional folylpolyglutamate synthase/ dihydrofolate synthase,b2315,['DHFS']
accD,1.6748285803524574,43.0,2426880.0,"acetyl-CoA carboxylase, beta (carboxyltransferase) subunit",b2316,['ACCOAC']
dedA,1.4996995499599066,43.0,2427560.0,DedA family inner membrane protein,b2317,
truA,1.5958227957978306,43.0,2428928.0,tRNA pseudouridine(38-40) synthase,b2318,
usg,1.6037268743973598,43.0,2429114.0,putative semialdehyde dehydrogenase,b2319,
pdxB,1.7043742475264614,43.0,2430976.0,erythronate-4-phosphate dehydrogenase,b2320,['PERD']
flk,1.6738103664075656,43.0,2431428.0,putative flagella assembly protein,b2321,
yfcJ,1.65043798742305,43.0,2433024.0,putative arabinose efflux transporter,b2322,
fabB,1.6605289653421773,43.0,2435072.0,3-oxoacyl-[acyl-carrier-protein] synthase I,b2323,"['3OAS121', '3OAS60', '3OAS161', '3OAS141', '3OAS180', '3OAS120', '3OAS160', 'MACPD', 'OPMEACPS', '3OAS100', 'KAS14', '3OAS140', '3OAS80']"
mnmC,1.6064457940686743,43.0,2435242.0,fused 5-methylaminomethyl-2-thiouridine-forming enzyme methyltransferase and FAD-dependent demodification enzyme,b2324,
yfcL,1.7328279805720725,43.0,2437632.0,uncharacterized protein,b2325,
epmC,1.6865704793930636,43.0,2437681.0,Elongation Factor P Lys34 hydroxylase,b2326,
yfcA,1.6580841171062992,43.0,2438229.0,TauE/TSUP family inner membrane protein,b2327,
mepA,1.6204054562155292,43.0,2439168.0,murein DD-endopeptidase,b2328,"['MDDEP3pp', 'MDDEP2pp', 'MDDEP1pp', 'MDDEP4pp']"
aroC,1.6102208644415705,43.0,2439866.0,chorismate synthase,b2329,['CHORS']
prmB,1.6900451696103147,43.0,2441216.0,N5-glutamine methyltransferase,b2330,
smrB,1.6793878742301396,43.0,2442084.0,putative DNA endonuclease,b2331,
yfcO,2.0692797428694742,43.0,2443264.0,DUF2544 family putative outer membrane protein,b2332,
yfcP,1.6221192537285274,43.0,2443529.0,putative fimbrial-like adhesin protein,b2333,
yfcQ,1.7951597599348208,43.0,2444065.0,putative fimbrial-like adhesin protein,b2334,
yfcR,1.7173118881078597,43.0,2444550.0,putative fimbrial-like adhesin protein,b2335,
yfcS,1.7995730354707107,43.0,2445312.0,putative periplasmic pilin chaperone,b2336,
yfcU,1.749430349326669,43.0,2445834.0,No_gene_product,b4661,
yfcV,1.7729977146575608,43.0,2448561.0,putative fimbrial-like adhesin protein,b2339,
sixA,1.8776018604543,43.0,2449805.0,phosphohistidine phosphatase,b2340,
fadJ,1.4995017509212376,43.0,2450493.0,enoyl-CoA hydratase/epimerase and isomerase/3-hydroxyacyl-CoA dehydrogenase,b2341,"['HACD4', 'ECOAH4', 'HACD8', 'ECOAH5', 'ECOAH1', 'HACD5', 'HACD6', 'HACD2', 'ECOAH2', 'ECOAH6', 'HACD7', 'ECOAH3', 'HACD1', 'ECOAH7', 'HACD3', 'ECOAH8']"
fadI,1.605925167814169,43.0,2453504.0,"beta-ketoacyl-CoA thiolase, anaerobic, subunit",b2342,"['ACACT8r', 'ACACT4r', 'ACACT7r', 'ACACT2r', 'ACACT5r', 'ACACT3r', 'ACACT1r', 'ACACT6r']"
yfcZ,1.8767679879826917,43.0,2454128.0,UPF0381 family protein,b2343,
fadL,2.0349181690443463,43.0,2455552.0,long-chain fatty acid outer membrane transporter,b2344,"['HDCEAtexi', 'OCDCAtexi', 'TTDCAtexi', 'OCDCEAtexi', 'HDCAtexi', 'TTDCEAtexi', 'DDCAtexi']"
yfdF,2.485655004263141,43.0,2456490.0,uncharacterized protein,b2345,
mlaA,1.6994149250653516,43.0,2457730.0,"ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component",b2346,
yfdC,1.7967053417154843,43.0,2459648.0,putative inner membrane protein,b2347,
intS,1.939452799627182,43.0,2460023.0,CPS-53 (KpLE1) prophage; putative prophage CPS-53 integrase,b2349,
gtrA,2.3889773452473753,43.0,2461333.0,CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase/flippase,b2350,
gtrB,2.3789252138600867,43.0,2461696.0,CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase,b2351,
gtrS,3.1794410618566706,43.0,2463744.0,"serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage",b2352,
tfaS,1.7727908222990214,43.0,2464293.0,No_gene_product,b2353,
yfdK,2.248762165500259,43.0,2464555.0,CPS-53 (KpLE1) prophage; conserved protein,b2354,
yfdL,1.897306198348232,43.0,2465022.0,No_gene_product,b2355,
yfdM,1.7205347325839806,43.0,2465792.0,No_gene_product,b2356,
yfdN,1.6600933016066142,43.0,2465865.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2357,
oweS,1.7387742678756855,43.0,2466356.0,No_gene_product,b2358,
yfdP,1.5808754633514914,43.0,2467082.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2359,
yfdQ,2.0079882060574907,43.0,2467840.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2360,
yfdR,2.1318697689279955,43.0,2468462.0,CPS-53 (KpLE1) prophage; conserved protein,b2361,
yfdS,2.0395401110099356,43.0,2468989.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2362,
yfdT,2.1457708252065757,43.0,2469376.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2363,
ypdJ,2.0870444657798695,43.0,2469659.0,No_gene_product,b4545,
torI,2.050511304329097,43.0,2469888.0,response regulator inhibitor for tor operon,b4501,
dsdC,1.8196939960861855,43.0,2470172.0,dsd operon activator; autorepressor,b2364,
dsdX,1.7253171364154223,43.0,2471936.0,D-serine transporter,b2365,
dsdA,1.6657471834898345,43.0,2473984.0,D-serine dehydratase,b2366,['SERD_D']
emrY,2.1821520668243113,43.0,2474116.0,putative multidrug efflux system,b2367,
emrK,2.2540964992150814,43.0,2476032.0,multidrug resistance efflux pump membrane fusion protein,b2368,
evgA,2.2089877607844177,43.0,2477233.0,response regulator in two-component regulatory system with EvgS,b2369,
evgS,2.1825951386065823,43.0,2477852.0,hybrid sensory histidine kinase in two-component regulatory system with EvgA,b2370,
yfdE,1.996150833894468,43.0,2482176.0,acetyl-CoA:oxalate CoA-transferase,b2371,
yfdV,2.095745329796479,43.0,2482720.0,putative transporter,b2372,
oxc,1.8522930784413076,43.0,2483734.0,"oxalyl CoA decarboxylase, ThDP-dependent",b2373,['OXCDC']
frc,2.070675080732965,43.0,2486272.0,"formyl-CoA transferase, NAD(P)-binding",b2374,['FORCT']
yfdX,1.9117084465042957,43.0,2487245.0,uncharacterized protein,b2375,
ypdI,2.4849277535483894,43.0,2488320.0,putative lipoprotein involved in colanic acid biosynthesis,b2376,
yfdY,1.9591289761685353,43.0,2488528.0,DUF2545 family putative inner membrane protein,b2377,
lpxP,1.6517024060350496,43.0,2489123.0,palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase,b2378,['EDTXS3']
ypdK,2.1160721940875105,43.0,2490399.0,inner membrane protein,b4680,
alaC,1.6338864919502016,43.0,2490535.0,glutamate-pyruvate aminotransferase; glutamic-pyruvic transaminase (GPT); alanine transaminase,b2379,['ALATA_L']
ypdA,1.7263747005381656,43.0,2492149.0,sensor kinase regulating yhjX; pyruvate-responsive YpdAB two-component system,b2380,
ypdB,1.5942721013839745,43.0,2494464.0,response regulator activating yhjX; pyruvate-responsive YpdAB two-component system,b2381,
ypdC,1.586794933115764,43.0,2494608.0,putative DNA-binding protein,b2382,
fryA,1.588633347567909,43.0,2495468.0,"putative PTS enzyme: Hpr, enzyme I and IIA components",b2383,
ypdE,1.669703360954206,43.0,2498560.0,aminopeptidase,b2384,
ypdF,1.6141402712526227,43.0,2499025.0,Xaa-Pro aminopeptidase,b2385,
fryC,1.4485340032687235,43.0,2500608.0,putative enzyme IIC component of PTS,b2386,
fryB,1.786475082204285,43.0,2501632.0,putative enzyme IIB component of PTS,b2387,
glk,1.6233139422642116,43.0,2502656.0,glucokinase,b2388,['HEX1']
yfeO,1.5399778239839794,43.0,2503108.0,putative ion channel protein,b2389,
ypeC,1.6396495406919114,43.0,2504704.0,DUF2502 family putative periplasmic protein,b2390,
mntH,1.6270046210777576,43.0,2504946.0,manganese/divalent cation transporter,b2392,"['MNt2pp', 'FE2t2pp']"
nupC,1.9226173962977786,43.0,2506752.0,nucleoside (except guanosine) transporter,b2393,"['DCYTt2pp', 'THMDt2pp', 'DADNt2pp', 'ADNt2pp', 'CYTDt2pp', 'URIt2pp', 'DURIt2pp']"
yfeA,1.8017512247215572,43.0,2509121.0,putative diguanylate cyclase,b2395,
yfeC,1.7526151659158953,43.0,2511945.0,DUF1323 family putative DNA-binding protein,b2398,
yfeD,1.8725317421294174,43.0,2512291.0,DUF1323 family putative DNA-binding protein,b2399,
gltX,1.6184478486466705,43.0,2512735.0,glutamyl-tRNA synthetase,b2400,['GLUTRS']
xapR,1.7269784319027488,43.0,2514951.0,transcriptional activator of xapAB,b2405,
xapB,1.8048432086543198,43.0,2516992.0,xanthosine transporter,b2406,"['THMDt2rpp', 'INSt2rpp', 'CYTDt2rpp', 'XTSNt2rpp', 'ADNt2rpp', 'URIt2rpp']"
xapA,1.7488090547320678,43.0,2517403.0,purine nucleoside phosphorylase 2; nicotinamide 1-beta-D-riboside synthase,b2407,"['PUNP6', 'PUNP7', 'PUNP3', 'PUNP5', 'PUNP4']"
yfeN,1.9994156132369882,43.0,2519040.0,putative outer membrane protein,b2408,
yfeR,1.8646451775675625,43.0,2519288.0,transcriptional regulator of yefH,b2409,
yfeH,1.7526697281228647,43.0,2521088.0,putative inorganic ion transporter,b2410,
ypeB,2.0992089447004405,43.0,2521299.0,DUF3820 family protein,b4546,
ligA,1.759458197490753,43.0,2523136.0,"DNA ligase, NAD(+)-dependent",b2411,['NADDP']
zipA,1.7313248618203843,43.0,2523605.0,FtsZ stabilizer,b2412,
cysZ,1.9454110713188884,43.0,2525184.0,"sulfate transporter, sulfite inhibited",b2413,
cysK,1.875715049831553,43.0,2525767.0,"cysteine synthase A, O-acetylserine sulfhydrolase A subunit",b2414,['CYSS']
ptsH,2.0192770408695924,43.0,2527232.0,phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr),b2415,"['ACMUMptspp', 'SBTptspp', 'DHAPT', 'TREptspp', 'GAMptspp', 'GLCptspp', 'MALTptspp', 'ACGAptspp', 'ASCBptspp', 'GALTptspp', 'MANptspp', 'FRUptspp', 'ARBTptspp', 'FRUpts2pp', 'MANGLYCptspp', 'ACMANAptspp', 'MNLptspp', 'SUCptspp']"
ptsI,1.828063401142232,43.0,2527424.0,PEP-protein phosphotransferase of PTS system (enzyme I),b2416,"['ACMUMptspp', 'SBTptspp', 'DHAPT', 'TREptspp', 'GAMptspp', 'GLCptspp', 'MALTptspp', 'ACGAptspp', 'ASCBptspp', 'GALTptspp', 'MANptspp', 'CHTBSptspp', 'FRUptspp', 'ARBTptspp', 'FRUpts2pp', 'MANGLYCptspp', 'ACMANAptspp', 'MNLptspp', 'SUCptspp']"
crr,1.9470941393166827,43.0,2529280.0,glucose-specific enzyme IIA component of PTS,b2417,"['ACMUMptspp', 'GLCptspp', 'TREptspp', 'MALTptspp', 'ACGAptspp', 'SUCptspp']"
pdxK,1.464559103868703,43.0,2529744.0,pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase,b2418,"['PYDXK', 'PYDXNK', 'PYDAMK', 'HMPK1']"
yfeK,1.844637082289402,43.0,2530700.0,uncharacterized protein,b2419,
yfeS,2.190608857481733,43.0,2531328.0,WGR domain protein,b2420,
cysM,1.661804194727484,43.0,2532030.0,cysteine synthase B (O-acetylserine sulfhydrolase B),b2421,['CYSS']
cysA,1.555627114826643,43.0,2533376.0,sulfate/thiosulfate transporter subunit,b2422,"['SELtpp', 'SLNTtpp', 'MOBDabcpp', 'SULabcpp', 'TSULabcpp']"
cysW,1.4494322194760687,43.0,2534162.0,sulfate/thiosulfate ABC transporter permease,b2423,"['SELtpp', 'SLNTtpp', 'MOBDabcpp', 'SULabcpp', 'TSULabcpp']"
cysU,1.4842378070509086,43.0,2535424.0,sulfate/thiosulfate ABC transporter permease,b2424,"['SELtpp', 'SLNTtpp', 'MOBDabcpp', 'SULabcpp', 'TSULabcpp']"
cysP,1.6116732111951904,43.0,2535870.0,thiosulfate-binding protein,b2425,"['SELtpp', 'SLNTtpp', 'MOBDabcpp', 'SULabcpp', 'TSULabcpp']"
ucpA,1.741458361537376,43.0,2537472.0,"furfural resistance protein, putative short-chain oxidoreductase",b2426,
murR,1.670476687701044,43.0,2538110.0,"repressor for murPQ, MurNAc 6-P inducible",b2427,
murQ,1.6400508678328527,43.0,2539520.0,N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase,b2428,['ACM6PH']
murP,1.5691549529062625,43.0,2540031.0,"N-acetylmuramic acid permease, EIIBC component, PTS system",b2429,"['ACMUMptspp', 'SUCptspp']"
yfeW,1.644582982031579,43.0,2541568.0,penicillin binding protein PBP4B; weak DD-carboxypeptidase activity,b2430,
yfeX,1.7049778381926652,43.0,2543616.0,"porphyrinogen oxidase, cytoplasmic",b2431,
yfeY,1.7788303164971848,43.0,2543999.0,RpoE-regulated lipoprotein,b2432,
yfeZ,1.6653632635207434,43.0,2544635.0,inner membrane protein,b2433,
ypeA,1.7007140586895757,43.0,2545071.0,GNAT family putative N-acetyltransferase,b2434,
amiA,1.6355111421768664,43.0,2545710.0,N-acetylmuramoyl-l-alanine amidase I,b2435,"['AGM4PApp', 'AGM3PApp']"
hemF,1.5553852965236834,43.0,2546583.0,coproporphyrinogen III oxidase,b2436,['CPPPGO']
eutR,1.5625911367711083,43.0,2547712.0,"eut operon transcriptional activator, AraC family",b2437,
eutK,1.563584398442977,43.0,2548586.0,putative ethanol utilization carboxysome structural protein,b2438,
eutL,1.5740831545742069,43.0,2549099.0,putative ethanol utilization carboxysome structural protein,b2439,
eutC,1.670467310784978,43.0,2549768.0,"ethanolamine ammonia-lyase, small subunit (light chain)",b2440,['ETHAAL']
eutB,1.6227548939144547,43.0,2551808.0,"ethanolamine ammonia-lyase, large subunit, heavy chain",b2441,['ETHAAL']
intZ,1.736058080724877,43.0,2552216.0,CPZ-55 prophage; putative phage integrase,b2442,
yffL,1.9027104697750876,43.0,2553856.0,CPZ-55 prophage; uncharacterized protein,b2443,
yffM,2.0808361602517103,43.0,2554880.0,CPZ-55 prophage; uncharacterized protein,b2444,
yffN,1.8043074757645463,43.0,2554983.0,CPZ-55 prophage; uncharacterized protein,b2445,
yffO,1.6894356039126635,43.0,2555469.0,CPZ-55 prophage; uncharacterized protein,b2446,
yffP,1.7789116804050602,43.0,2555904.0,CPZ-55 prophage; uncharacterized protein,b2447,
yffQ,2.2316825925222488,43.0,2556950.0,CPZ-55 prophage; uncharacterized protein,b2448,
yffR,2.233672067705159,43.0,2557338.0,CPZ-55 prophage; uncharacterized protein,b2449,
yffS,1.6679518550497423,43.0,2557952.0,CPZ-55 prophage; uncharacterized protein,b2450,
eutA,1.5470915615635792,43.0,2558839.0,reactivating factor for ethanolamine ammonia lyase,b2451,
eutH,1.602571274612316,43.0,2560239.0,ethanolamine transporter,b2452,
eutG,1.4144589758897759,43.0,2562048.0,ethanol dehydrogenase involved in ethanolamine utilization; aldehyde reductase,b2453,
eutJ,1.449713727225671,43.0,2562859.0,"ethanolamine utilization protein, HSP70/actin superfamily protein",b2454,
eutE,1.4874913082184018,43.0,2564096.0,"aldehyde oxidoreductase, ethanolamine utilization protein",b2455,
eutN,1.7124654490195703,43.0,2565121.0,Ethanolamine catabolic microcompartment shell protein,b2456,
eutM,1.524219989707479,43.0,2565632.0,"ethanolamine utilization protein, putative carboxysome structural protein",b2457,
eutT,1.4811631516045254,43.0,2566860.0,cobalamin adenosyltransferase involved in ethanolamine utilization,b2459,
eutQ,1.6343570944301196,43.0,2568192.0,RmlC-like cupin domain protein,b2460,
eutP,1.5501863588208185,43.0,2568336.0,putative P-loop NTPase ethanolamine utilization protein,b2461,
maeB,1.6856203617662027,43.0,2569456.0,malic enzyme: putative oxidoreductase/phosphotransacetylase,b2463,['ME2']
talA,1.840513714456951,43.0,2572288.0,transaldolase A,b2464,['TALA']
tktB,1.7199127882691343,43.0,2572994.0,"transketolase 2, thiamine triphosphate-binding",b2465,"['TKT1', 'TKT2']"
ypfG,1.739210661857136,43.0,2575092.0,DUF1176 family protein,b2466,
nudK,1.7916850939069195,43.0,2576384.0,GDP-mannose pyrophosphatase,b2467,['GDPMNP']
aegA,1.585820294304258,43.0,2576904.0,"putative oxidoreductase, FeS binding subunit/NAD/FAD-binding subunit",b2468,
narQ,1.8867864844452007,43.0,2580480.0,sensory histidine kinase in two-component regulatory system with NarP,b2469,
acrD,1.5724656289313503,43.0,2580953.0,aminoglycoside/multidrug efflux system,b2470,"['TTRCYCtpp', 'NOVBCNtpp', 'MINCYCtpp', 'DOXRBCNtpp', 'RFAMPtpp', 'CMtpp', 'FUSAtpp']"
ypfM,2.3287439126237217,43.0,2584192.0,stress-induced small enterobacterial protein,b4606,
yffB,2.064387119405471,43.0,2584605.0,putative ArsC family reductase,b2471,
dapE,1.5047657745652112,43.0,2584965.0,N-succinyl-diaminopimelate deacylase,b2472,['SDPDS']
ypfN,2.009452052269907,43.0,2586120.0,"putative membrane protein, UPF0370 family",b4547,
ypfH,1.5129658873942131,43.0,2586624.0,"palmitoyl-CoA esterase activity, uncertain physiological substrate",b2473,
tmcA,1.610149974848927,43.0,2588672.0,elongator methionine tRNA (ac4C34) acetyltransferase,b2474,
ypfJ,1.6574188051516365,43.0,2589232.0,putative neutral zinc metallopeptidase,b2475,
purC,1.814351225913373,43.0,2590720.0,phosphoribosylaminoimidazole-succinocarboxamide synthetase,b2476,['PRASCSi']
bamC,1.733097144647179,43.0,2591189.0,BamABCDE complex OM biogenesis lipoprotein,b2477,
dapA,1.6977852807288625,43.0,2592768.0,dihydrodipicolinate synthase,b2478,['DHDPS']
gcvR,1.748923499142493,43.0,2593264.0,"transcriptional repressor, regulatory protein accessory to GcvA",b2479,
bcp,1.791961752290251,43.0,2593836.0,"peroxiredoxin; thiol peroxidase, thioredoxin-dependent",b2480,['THIORDXi']
hyfA,1.6282628851929992,43.0,2594816.0,"hydrogenase 4, 4Fe-4S subunit",b2481,['FHL']
